Audio path,Prompt path
dataset\audio\M01Session2wav_headMic0153.wav,dataset\prompts\M01Session2prompts0153.txt
dataset\audio\M01Session2wav_headMic0154.wav,dataset\prompts\M01Session2prompts0154.txt
dataset\audio\M01Session2wav_headMic0155.wav,dataset\prompts\M01Session2prompts0155.txt
dataset\audio\M01Session2wav_headMic0156.wav,dataset\prompts\M01Session2prompts0156.txt
dataset\audio\M01Session2wav_headMic0157.wav,dataset\prompts\M01Session2prompts0157.txt
dataset\audio\M01Session2wav_headMic0158.wav,dataset\prompts\M01Session2prompts0158.txt
dataset\audio\M01Session2wav_headMic0159.wav,dataset\prompts\M01Session2prompts0159.txt
dataset\audio\M01Session2wav_headMic0160.wav,dataset\prompts\M01Session2prompts0160.txt
dataset\audio\M01Session2wav_headMic0161.wav,dataset\prompts\M01Session2prompts0161.txt
dataset\audio\M01Session2wav_headMic0162.wav,dataset\prompts\M01Session2prompts0162.txt
dataset\audio\M01Session2wav_headMic0163.wav,dataset\prompts\M01Session2prompts0163.txt
dataset\audio\M01Session2wav_headMic0164.wav,dataset\prompts\M01Session2prompts0164.txt
dataset\audio\M01Session2wav_headMic0165.wav,dataset\prompts\M01Session2prompts0165.txt
dataset\audio\M01Session2wav_headMic0166.wav,dataset\prompts\M01Session2prompts0166.txt
dataset\audio\M01Session2wav_headMic0167.wav,dataset\prompts\M01Session2prompts0167.txt
dataset\audio\M01Session2wav_headMic0168.wav,dataset\prompts\M01Session2prompts0168.txt
dataset\audio\M01Session2wav_headMic0169.wav,dataset\prompts\M01Session2prompts0169.txt
dataset\audio\M01Session2wav_headMic0170.wav,dataset\prompts\M01Session2prompts0170.txt
dataset\audio\M01Session2wav_headMic0171.wav,dataset\prompts\M01Session2prompts0171.txt
dataset\audio\M01Session2wav_headMic0172.wav,dataset\prompts\M01Session2prompts0172.txt
dataset\audio\M01Session2wav_headMic0173.wav,dataset\prompts\M01Session2prompts0173.txt
dataset\audio\M01Session2wav_headMic0174.wav,dataset\prompts\M01Session2prompts0174.txt
dataset\audio\M01Session2wav_headMic0175.wav,dataset\prompts\M01Session2prompts0175.txt
dataset\audio\M01Session2wav_headMic0176.wav,dataset\prompts\M01Session2prompts0176.txt
dataset\audio\M01Session2wav_headMic0177.wav,dataset\prompts\M01Session2prompts0177.txt
dataset\audio\M01Session2wav_headMic0178.wav,dataset\prompts\M01Session2prompts0178.txt
dataset\audio\M01Session2wav_headMic0179.wav,dataset\prompts\M01Session2prompts0179.txt
dataset\audio\M01Session2wav_headMic0180.wav,dataset\prompts\M01Session2prompts0180.txt
dataset\audio\M01Session2wav_headMic0181.wav,dataset\prompts\M01Session2prompts0181.txt
dataset\audio\M01Session2wav_headMic0182.wav,dataset\prompts\M01Session2prompts0182.txt
dataset\audio\M01Session2wav_headMic0183.wav,dataset\prompts\M01Session2prompts0183.txt
dataset\audio\M01Session2wav_headMic0184.wav,dataset\prompts\M01Session2prompts0184.txt
dataset\audio\M01Session2wav_headMic0185.wav,dataset\prompts\M01Session2prompts0185.txt
dataset\audio\M01Session2wav_headMic0186.wav,dataset\prompts\M01Session2prompts0186.txt
dataset\audio\M01Session2wav_headMic0187.wav,dataset\prompts\M01Session2prompts0187.txt
dataset\audio\M01Session2wav_headMic0188.wav,dataset\prompts\M01Session2prompts0188.txt
dataset\audio\M01Session2wav_headMic0189.wav,dataset\prompts\M01Session2prompts0189.txt
dataset\audio\M01Session2wav_headMic0190.wav,dataset\prompts\M01Session2prompts0190.txt
dataset\audio\M01Session2wav_headMic0191.wav,dataset\prompts\M01Session2prompts0191.txt
dataset\audio\M01Session2wav_headMic0192.wav,dataset\prompts\M01Session2prompts0192.txt
dataset\audio\M01Session2wav_headMic0193.wav,dataset\prompts\M01Session2prompts0193.txt
dataset\audio\M01Session2wav_headMic0194.wav,dataset\prompts\M01Session2prompts0194.txt
dataset\audio\M01Session2wav_headMic0195.wav,dataset\prompts\M01Session2prompts0195.txt
dataset\audio\M01Session2wav_headMic0196.wav,dataset\prompts\M01Session2prompts0196.txt
dataset\audio\M01Session2wav_headMic0197.wav,dataset\prompts\M01Session2prompts0197.txt
dataset\audio\M01Session2wav_headMic0198.wav,dataset\prompts\M01Session2prompts0198.txt
dataset\audio\M01Session2wav_headMic0199.wav,dataset\prompts\M01Session2prompts0199.txt
dataset\audio\M01Session2wav_headMic0200.wav,dataset\prompts\M01Session2prompts0200.txt
dataset\audio\M01Session2wav_headMic0201.wav,dataset\prompts\M01Session2prompts0201.txt
dataset\audio\M01Session2wav_headMic0202.wav,dataset\prompts\M01Session2prompts0202.txt
dataset\audio\M01Session2wav_headMic0203.wav,dataset\prompts\M01Session2prompts0203.txt
dataset\audio\M01Session2wav_headMic0204.wav,dataset\prompts\M01Session2prompts0204.txt
dataset\audio\M01Session2wav_headMic0205.wav,dataset\prompts\M01Session2prompts0205.txt
dataset\audio\M01Session2wav_headMic0206.wav,dataset\prompts\M01Session2prompts0206.txt
dataset\audio\M01Session2wav_headMic0207.wav,dataset\prompts\M01Session2prompts0207.txt
dataset\audio\M01Session2wav_headMic0208.wav,dataset\prompts\M01Session2prompts0208.txt
dataset\audio\M01Session2wav_headMic0209.wav,dataset\prompts\M01Session2prompts0209.txt
dataset\audio\M01Session2wav_headMic0210.wav,dataset\prompts\M01Session2prompts0210.txt
dataset\audio\M01Session2wav_headMic0211.wav,dataset\prompts\M01Session2prompts0211.txt
dataset\audio\M01Session2wav_headMic0212.wav,dataset\prompts\M01Session2prompts0212.txt
dataset\audio\M01Session2wav_headMic0213.wav,dataset\prompts\M01Session2prompts0213.txt
dataset\audio\M01Session2wav_headMic0214.wav,dataset\prompts\M01Session2prompts0214.txt
dataset\audio\M01Session2wav_headMic0215.wav,dataset\prompts\M01Session2prompts0215.txt
dataset\audio\M01Session2wav_headMic0216.wav,dataset\prompts\M01Session2prompts0216.txt
dataset\audio\M01Session2wav_headMic0217.wav,dataset\prompts\M01Session2prompts0217.txt
dataset\audio\M01Session2wav_headMic0218.wav,dataset\prompts\M01Session2prompts0218.txt
dataset\audio\M01Session2wav_headMic0220.wav,dataset\prompts\M01Session2prompts0220.txt
dataset\audio\M01Session2wav_headMic0221.wav,dataset\prompts\M01Session2prompts0221.txt
dataset\audio\M01Session2wav_headMic0222.wav,dataset\prompts\M01Session2prompts0222.txt
dataset\audio\M01Session2wav_headMic0223.wav,dataset\prompts\M01Session2prompts0223.txt
dataset\audio\M01Session2wav_headMic0224.wav,dataset\prompts\M01Session2prompts0224.txt
dataset\audio\M01Session2wav_headMic0225.wav,dataset\prompts\M01Session2prompts0225.txt
dataset\audio\M01Session2wav_headMic0226.wav,dataset\prompts\M01Session2prompts0226.txt
dataset\audio\M01Session2wav_headMic0227.wav,dataset\prompts\M01Session2prompts0227.txt
dataset\audio\M01Session2wav_headMic0228.wav,dataset\prompts\M01Session2prompts0228.txt
dataset\audio\M01Session2wav_headMic0229.wav,dataset\prompts\M01Session2prompts0229.txt
dataset\audio\M01Session2wav_headMic0230.wav,dataset\prompts\M01Session2prompts0230.txt
dataset\audio\M01Session2wav_headMic0231.wav,dataset\prompts\M01Session2prompts0231.txt
dataset\audio\M01Session2wav_headMic0232.wav,dataset\prompts\M01Session2prompts0232.txt
dataset\audio\M01Session2wav_headMic0233.wav,dataset\prompts\M01Session2prompts0233.txt
dataset\audio\M01Session2wav_headMic0234.wav,dataset\prompts\M01Session2prompts0234.txt
dataset\audio\M01Session2wav_headMic0235.wav,dataset\prompts\M01Session2prompts0235.txt
dataset\audio\M01Session2wav_headMic0236.wav,dataset\prompts\M01Session2prompts0236.txt
dataset\audio\M01Session2wav_headMic0237.wav,dataset\prompts\M01Session2prompts0237.txt
dataset\audio\M01Session2wav_headMic0238.wav,dataset\prompts\M01Session2prompts0238.txt
dataset\audio\M01Session2wav_headMic0239.wav,dataset\prompts\M01Session2prompts0239.txt
dataset\audio\M01Session2wav_headMic0240.wav,dataset\prompts\M01Session2prompts0240.txt
dataset\audio\M01Session2wav_headMic0241.wav,dataset\prompts\M01Session2prompts0241.txt
dataset\audio\M01Session2wav_headMic0242.wav,dataset\prompts\M01Session2prompts0242.txt
dataset\audio\M01Session2wav_headMic0243.wav,dataset\prompts\M01Session2prompts0243.txt
dataset\audio\M01Session2wav_headMic0244.wav,dataset\prompts\M01Session2prompts0244.txt
dataset\audio\M01Session2wav_headMic0245.wav,dataset\prompts\M01Session2prompts0245.txt
dataset\audio\M01Session2wav_headMic0246.wav,dataset\prompts\M01Session2prompts0246.txt
dataset\audio\M01Session2wav_headMic0247.wav,dataset\prompts\M01Session2prompts0247.txt
dataset\audio\M01Session2wav_headMic0248.wav,dataset\prompts\M01Session2prompts0248.txt
dataset\audio\M01Session2wav_headMic0249.wav,dataset\prompts\M01Session2prompts0249.txt
dataset\audio\M01Session2wav_headMic0250.wav,dataset\prompts\M01Session2prompts0250.txt
dataset\audio\M01Session2wav_headMic0251.wav,dataset\prompts\M01Session2prompts0251.txt
dataset\audio\M01Session2wav_headMic0252.wav,dataset\prompts\M01Session2prompts0252.txt
dataset\audio\M01Session2wav_headMic0253.wav,dataset\prompts\M01Session2prompts0253.txt
dataset\audio\M01Session2wav_headMic0254.wav,dataset\prompts\M01Session2prompts0254.txt
dataset\audio\M01Session2wav_headMic0255.wav,dataset\prompts\M01Session2prompts0255.txt
dataset\audio\M01Session2wav_headMic0256.wav,dataset\prompts\M01Session2prompts0256.txt
dataset\audio\M01Session2wav_headMic0257.wav,dataset\prompts\M01Session2prompts0257.txt
dataset\audio\M01Session2wav_headMic0258.wav,dataset\prompts\M01Session2prompts0258.txt
dataset\audio\M01Session2wav_headMic0259.wav,dataset\prompts\M01Session2prompts0259.txt
dataset\audio\M01Session2wav_headMic0260.wav,dataset\prompts\M01Session2prompts0260.txt
dataset\audio\M01Session2wav_headMic0261.wav,dataset\prompts\M01Session2prompts0261.txt
dataset\audio\M01Session2wav_headMic0262.wav,dataset\prompts\M01Session2prompts0262.txt
dataset\audio\M01Session2wav_headMic0263.wav,dataset\prompts\M01Session2prompts0263.txt
dataset\audio\M01Session2wav_headMic0264.wav,dataset\prompts\M01Session2prompts0264.txt
dataset\audio\M01Session2wav_headMic0265.wav,dataset\prompts\M01Session2prompts0265.txt
dataset\audio\M01Session2wav_headMic0266.wav,dataset\prompts\M01Session2prompts0266.txt
dataset\audio\M01Session2wav_headMic0267.wav,dataset\prompts\M01Session2prompts0267.txt
dataset\audio\M01Session2wav_headMic0268.wav,dataset\prompts\M01Session2prompts0268.txt
dataset\audio\M01Session2wav_headMic0269.wav,dataset\prompts\M01Session2prompts0269.txt
dataset\audio\M01Session2wav_headMic0270.wav,dataset\prompts\M01Session2prompts0270.txt
dataset\audio\M01Session2wav_headMic0271.wav,dataset\prompts\M01Session2prompts0271.txt
dataset\audio\M01Session2wav_headMic0272.wav,dataset\prompts\M01Session2prompts0272.txt
dataset\audio\M01Session2wav_headMic0273.wav,dataset\prompts\M01Session2prompts0273.txt
dataset\audio\M01Session2wav_headMic0274.wav,dataset\prompts\M01Session2prompts0274.txt
dataset\audio\M01Session2wav_headMic0275.wav,dataset\prompts\M01Session2prompts0275.txt
dataset\audio\M01Session2wav_headMic0276.wav,dataset\prompts\M01Session2prompts0276.txt
dataset\audio\M01Session2wav_headMic0277.wav,dataset\prompts\M01Session2prompts0277.txt
dataset\audio\M01Session2wav_headMic0278.wav,dataset\prompts\M01Session2prompts0278.txt
dataset\audio\M01Session2wav_headMic0279.wav,dataset\prompts\M01Session2prompts0279.txt
dataset\audio\M01Session2wav_headMic0280.wav,dataset\prompts\M01Session2prompts0280.txt
dataset\audio\M01Session2wav_headMic0281.wav,dataset\prompts\M01Session2prompts0281.txt
dataset\audio\M01Session2wav_headMic0282.wav,dataset\prompts\M01Session2prompts0282.txt
dataset\audio\M01Session2wav_headMic0283.wav,dataset\prompts\M01Session2prompts0283.txt
dataset\audio\M01Session2wav_headMic0284.wav,dataset\prompts\M01Session2prompts0284.txt
dataset\audio\M01Session2wav_headMic0285.wav,dataset\prompts\M01Session2prompts0285.txt
dataset\audio\M01Session2wav_headMic0286.wav,dataset\prompts\M01Session2prompts0286.txt
dataset\audio\M01Session2wav_headMic0287.wav,dataset\prompts\M01Session2prompts0287.txt
dataset\audio\M02Session1wav_headMic0001.wav,dataset\prompts\M02Session1prompts0001.txt
dataset\audio\M02Session1wav_headMic0002.wav,dataset\prompts\M02Session1prompts0002.txt
dataset\audio\M02Session1wav_headMic0003.wav,dataset\prompts\M02Session1prompts0003.txt
dataset\audio\M02Session1wav_headMic0004.wav,dataset\prompts\M02Session1prompts0004.txt
dataset\audio\M02Session1wav_headMic0005.wav,dataset\prompts\M02Session1prompts0005.txt
dataset\audio\M02Session1wav_headMic0006.wav,dataset\prompts\M02Session1prompts0006.txt
dataset\audio\M02Session1wav_headMic0007.wav,dataset\prompts\M02Session1prompts0007.txt
dataset\audio\M02Session1wav_headMic0008.wav,dataset\prompts\M02Session1prompts0008.txt
dataset\audio\M02Session1wav_headMic0009.wav,dataset\prompts\M02Session1prompts0009.txt
dataset\audio\M02Session1wav_headMic0010.wav,dataset\prompts\M02Session1prompts0010.txt
dataset\audio\M02Session1wav_headMic0011.wav,dataset\prompts\M02Session1prompts0011.txt
dataset\audio\M02Session1wav_headMic0012.wav,dataset\prompts\M02Session1prompts0012.txt
dataset\audio\M02Session1wav_headMic0013.wav,dataset\prompts\M02Session1prompts0013.txt
dataset\audio\M02Session1wav_headMic0014.wav,dataset\prompts\M02Session1prompts0014.txt
dataset\audio\M02Session1wav_headMic0015.wav,dataset\prompts\M02Session1prompts0015.txt
dataset\audio\M02Session1wav_headMic0016.wav,dataset\prompts\M02Session1prompts0016.txt
dataset\audio\M02Session1wav_headMic0017.wav,dataset\prompts\M02Session1prompts0017.txt
dataset\audio\M02Session1wav_headMic0018.wav,dataset\prompts\M02Session1prompts0018.txt
dataset\audio\M02Session1wav_headMic0019.wav,dataset\prompts\M02Session1prompts0019.txt
dataset\audio\M02Session1wav_headMic0020.wav,dataset\prompts\M02Session1prompts0020.txt
dataset\audio\M02Session1wav_headMic0021.wav,dataset\prompts\M02Session1prompts0021.txt
dataset\audio\M02Session1wav_headMic0022.wav,dataset\prompts\M02Session1prompts0022.txt
dataset\audio\M02Session1wav_headMic0023.wav,dataset\prompts\M02Session1prompts0023.txt
dataset\audio\M02Session1wav_headMic0024.wav,dataset\prompts\M02Session1prompts0024.txt
dataset\audio\M02Session1wav_headMic0025.wav,dataset\prompts\M02Session1prompts0025.txt
dataset\audio\M02Session1wav_headMic0026.wav,dataset\prompts\M02Session1prompts0026.txt
dataset\audio\M02Session1wav_headMic0027.wav,dataset\prompts\M02Session1prompts0027.txt
dataset\audio\M02Session1wav_headMic0028.wav,dataset\prompts\M02Session1prompts0028.txt
dataset\audio\M02Session1wav_headMic0029.wav,dataset\prompts\M02Session1prompts0029.txt
dataset\audio\M02Session1wav_headMic0030.wav,dataset\prompts\M02Session1prompts0030.txt
dataset\audio\M02Session1wav_headMic0031.wav,dataset\prompts\M02Session1prompts0031.txt
dataset\audio\M02Session1wav_headMic0032.wav,dataset\prompts\M02Session1prompts0032.txt
dataset\audio\M02Session1wav_headMic0033.wav,dataset\prompts\M02Session1prompts0033.txt
dataset\audio\M02Session1wav_headMic0034.wav,dataset\prompts\M02Session1prompts0034.txt
dataset\audio\M02Session1wav_headMic0035.wav,dataset\prompts\M02Session1prompts0035.txt
dataset\audio\M02Session1wav_headMic0036.wav,dataset\prompts\M02Session1prompts0036.txt
dataset\audio\M02Session1wav_headMic0037.wav,dataset\prompts\M02Session1prompts0037.txt
dataset\audio\M02Session1wav_headMic0038.wav,dataset\prompts\M02Session1prompts0038.txt
dataset\audio\M02Session1wav_headMic0039.wav,dataset\prompts\M02Session1prompts0039.txt
dataset\audio\M02Session1wav_headMic0040.wav,dataset\prompts\M02Session1prompts0040.txt
dataset\audio\M02Session1wav_headMic0041.wav,dataset\prompts\M02Session1prompts0041.txt
dataset\audio\M02Session1wav_headMic0042.wav,dataset\prompts\M02Session1prompts0042.txt
dataset\audio\M02Session1wav_headMic0043.wav,dataset\prompts\M02Session1prompts0043.txt
dataset\audio\M02Session1wav_headMic0044.wav,dataset\prompts\M02Session1prompts0044.txt
dataset\audio\M02Session1wav_headMic0045.wav,dataset\prompts\M02Session1prompts0045.txt
dataset\audio\M02Session1wav_headMic0046.wav,dataset\prompts\M02Session1prompts0046.txt
dataset\audio\M02Session1wav_headMic0047.wav,dataset\prompts\M02Session1prompts0047.txt
dataset\audio\M02Session1wav_headMic0048.wav,dataset\prompts\M02Session1prompts0048.txt
dataset\audio\M02Session1wav_headMic0049.wav,dataset\prompts\M02Session1prompts0049.txt
dataset\audio\M02Session1wav_headMic0050.wav,dataset\prompts\M02Session1prompts0050.txt
dataset\audio\M02Session1wav_headMic0051.wav,dataset\prompts\M02Session1prompts0051.txt
dataset\audio\M02Session1wav_headMic0052.wav,dataset\prompts\M02Session1prompts0052.txt
dataset\audio\M02Session1wav_headMic0053.wav,dataset\prompts\M02Session1prompts0053.txt
dataset\audio\M02Session1wav_headMic0054.wav,dataset\prompts\M02Session1prompts0054.txt
dataset\audio\M02Session1wav_headMic0055.wav,dataset\prompts\M02Session1prompts0055.txt
dataset\audio\M02Session1wav_headMic0056.wav,dataset\prompts\M02Session1prompts0056.txt
dataset\audio\M02Session1wav_headMic0057.wav,dataset\prompts\M02Session1prompts0057.txt
dataset\audio\M02Session1wav_headMic0058.wav,dataset\prompts\M02Session1prompts0058.txt
dataset\audio\M02Session1wav_headMic0059.wav,dataset\prompts\M02Session1prompts0059.txt
dataset\audio\M02Session1wav_headMic0060.wav,dataset\prompts\M02Session1prompts0060.txt
dataset\audio\M02Session1wav_headMic0061.wav,dataset\prompts\M02Session1prompts0061.txt
dataset\audio\M02Session1wav_headMic0062.wav,dataset\prompts\M02Session1prompts0062.txt
dataset\audio\M02Session1wav_headMic0063.wav,dataset\prompts\M02Session1prompts0063.txt
dataset\audio\M02Session1wav_headMic0064.wav,dataset\prompts\M02Session1prompts0064.txt
dataset\audio\M02Session1wav_headMic0065.wav,dataset\prompts\M02Session1prompts0065.txt
dataset\audio\M02Session1wav_headMic0066.wav,dataset\prompts\M02Session1prompts0066.txt
dataset\audio\M02Session1wav_headMic0067.wav,dataset\prompts\M02Session1prompts0067.txt
dataset\audio\M02Session1wav_headMic0068.wav,dataset\prompts\M02Session1prompts0068.txt
dataset\audio\M02Session1wav_headMic0069.wav,dataset\prompts\M02Session1prompts0069.txt
dataset\audio\M02Session1wav_headMic0070.wav,dataset\prompts\M02Session1prompts0070.txt
dataset\audio\M02Session1wav_headMic0071.wav,dataset\prompts\M02Session1prompts0071.txt
dataset\audio\M02Session1wav_headMic0072.wav,dataset\prompts\M02Session1prompts0072.txt
dataset\audio\M02Session1wav_headMic0073.wav,dataset\prompts\M02Session1prompts0073.txt
dataset\audio\M02Session1wav_headMic0074.wav,dataset\prompts\M02Session1prompts0074.txt
dataset\audio\M02Session1wav_headMic0075.wav,dataset\prompts\M02Session1prompts0075.txt
dataset\audio\M02Session1wav_headMic0076.wav,dataset\prompts\M02Session1prompts0076.txt
