audio path,prompt
dataset\audio\M03Session2wav_headMic0313.wav,harp
dataset\audio\M03Session2wav_headMic0314.wav,spark
dataset\audio\M03Session2wav_headMic0315.wav,spark
dataset\audio\M03Session2wav_headMic0316.wav,sitting
dataset\audio\M03Session2wav_headMic0317.wav,fat
dataset\audio\M03Session2wav_headMic0318.wav,The box contained three sweaters.
dataset\audio\M03Session2wav_headMic0319.wav,leak
dataset\audio\M03Session2wav_headMic0320.wav,Students watched as he got out.
dataset\audio\M03Session2wav_headMic0321.wav,rich
dataset\audio\M03Session2wav_headMic0322.wav,blow
dataset\audio\M03Session2wav_headMic0323.wav,hark
dataset\audio\M03Session2wav_headMic0324.wav,kitten
dataset\audio\M03Session2wav_headMic0325.wav,liar
dataset\audio\M03Session2wav_headMic0326.wav,lair
dataset\audio\M03Session2wav_headMic0327.wav,him
dataset\audio\M03Session2wav_headMic0328.wav,Swing your arm as high as you can.
dataset\audio\M03Session2wav_headMic0329.wav,He wrapped the package hastily.
dataset\audio\M03Session2wav_headMic0330.wav,hat
dataset\audio\M03Session2wav_headMic0332.wav,dark
dataset\audio\M03Session2wav_headMic0333.wav,hem
dataset\audio\M03Session2wav_headMic0334.wav,league
dataset\audio\M03Session2wav_headMic0335.wav,seed
dataset\audio\M03Session2wav_headMic0336.wav,spain
dataset\audio\M03Session2wav_headMic0337.wav,foxtrot
dataset\audio\M03Session2wav_headMic0338.wav,Alfalfa is healthy for you.
dataset\audio\M03Session2wav_headMic0339.wav,The job provides many benefits.
dataset\audio\M03Session2wav_headMic0340.wav,seven
dataset\audio\M03Session2wav_headMic0341.wav,seven
dataset\audio\M03Session2wav_headMic0342.wav,take
dataset\audio\M03Session2wav_headMic0343.wav,seeds
dataset\audio\M03Session2wav_headMic0344.wav,It also provides for funds to clear slums and help colleges build dormitories.
dataset\audio\M03Session2wav_headMic0345.wav,written
dataset\audio\M03Session2wav_headMic0346.wav,Nothing has been done yet to take advantage of the enabling legislation.
dataset\audio\M03Session2wav_headMic0347.wav,eight
dataset\audio\M03Session2wav_headMic0348.wav,six
dataset\audio\M03Session2wav_headMic0349.wav,lima
dataset\audio\M03Session2wav_headMic0350.wav,bit
dataset\audio\M03Session2wav_headMic0351.wav,"She wore warm, fleecy, woolen overalls."
dataset\audio\M03Session2wav_headMic0352.wav,him
dataset\audio\M03Session2wav_headMic0353.wav,sign
dataset\audio\M03Session2wav_headMic0354.wav,side
dataset\audio\M03Session2wav_headMic0355.wav,I have had my bell rung.
dataset\audio\M03Session2wav_headMic0356.wav,golf
dataset\audio\M03Session2wav_headMic0357.wav,zero
dataset\audio\M03Session2wav_headMic0358.wav,witch
dataset\audio\M03Session2wav_headMic0359.wav,darn
dataset\audio\M03Session2wav_headMic0360.wav,bloat
dataset\audio\M03Session2wav_headMic0361.wav,Both injuries were to the same leg.
dataset\audio\M03Session2wav_headMic0362.wav,He further proposed grants of an unspecified sum for experimental hospitals.
dataset\audio\M03Session2wav_headMic0363.wav,cake
dataset\audio\M03Session2wav_headMic0364.wav,fill
dataset\audio\M03Session2wav_headMic0365.wav,leak
dataset\audio\M03Session2wav_headMic0367.wav,papa
dataset\audio\M03Session2wav_headMic0368.wav,Aluminum silverware can often be flimsy.
dataset\audio\M03Session2wav_headMic0369.wav,nine
dataset\audio\M03Session2wav_headMic0370.wav,much
dataset\audio\M03Session2wav_headMic0371.wav,heart
dataset\audio\M03Session2wav_headMic0372.wav,thorn
dataset\audio\M03Session2wav_headMic0373.wav,Carl lives in a lovely home
dataset\audio\M03Session2wav_headMic0374.wav,Carl lives in a lively home.
dataset\audio\M03Session2wav_headMic0375.wav,at
dataset\audio\M03Session2wav_headMic0376.wav,pretty
dataset\audio\M03Session2wav_headMic0377.wav,There is a treehouse up above.
dataset\audio\M03Session2wav_headMic0378.wav,The books are very expensive.
dataset\audio\M03Session2wav_headMic0379.wav,"When all else fails, use force."
dataset\audio\M03Session2wav_headMic0380.wav,"If you are losing water, replace it immediately."
dataset\audio\M03Session2wav_headMic0381.wav,We rode horseback to the farm.
dataset\audio\M03Session2wav_headMic0382.wav,hitting
dataset\audio\M03Session2wav_headMic0383.wav,knitting
dataset\audio\M03Session2wav_headMic0384.wav,five
dataset\audio\M03Session2wav_headMic0385.wav,echo
dataset\audio\M03Session2wav_headMic0386.wav,start
dataset\audio\M03Session2wav_headMic0387.wav,quebec
dataset\audio\M03Session2wav_headMic0388.wav,Only lawyers love millionaires.
dataset\audio\M03Session2wav_headMic0389.wav,wit
dataset\audio\M03Session2wav_headMic0390.wav,sit
dataset\audio\M03Session2wav_headMic0391.wav,People who value themselves are life's winners.
dataset\audio\M03Session2wav_headMic0392.wav,sink
dataset\audio\M03Session2wav_headMic0393.wav,meat
dataset\audio\M03Session2wav_headMic0394.wav,victor
dataset\audio\M03Session2wav_headMic0395.wav,dress
dataset\audio\M03Session2wav_headMic0396.wav,sin
dataset\audio\M03Session2wav_headMic0397.wav,down
dataset\audio\M03Session2wav_headMic0398.wav,Each one volunteered to jump first.
dataset\audio\M03Session2wav_headMic0399.wav,yankee
dataset\audio\M03Session2wav_headMic0400.wav,We bought a brown chair.
dataset\audio\M03Session2wav_headMic0401.wav,slicker
dataset\audio\M03Session2wav_headMic0402.wav,right
dataset\audio\M03Session2wav_headMic0403.wav,sand
dataset\audio\M03Session2wav_headMic0404.wav,The wait for work can be very long.
dataset\audio\M03Session2wav_headMic0405.wav,wicked
dataset\audio\M03Session2wav_headMic0406.wav,nod
dataset\audio\M03Session2wav_headMic0407.wav,said
dataset\audio\M03Session2wav_headMic0408.wav,tread
dataset\audio\M03Session2wav_headMic0409.wav,uniform
dataset\audio\M03Session2wav_headMic0410.wav,Beg that guard for one gallon of gas.
dataset\audio\M03Session2wav_headMic0411.wav,dread
dataset\audio\M03Session2wav_headMic0412.wav,Ned
dataset\audio\M03Session2wav_headMic0413.wav,walk
dataset\audio\M03Session2wav_headMic0414.wav,ham
dataset\audio\M03Session2wav_headMic0415.wav,"Although always alone, we survive."
dataset\audio\M03Session2wav_headMic0416.wav,tango
dataset\audio\M03Session2wav_headMic0417.wav,bread
dataset\audio\M03Session2wav_headMic0418.wav,left
dataset\audio\M03Session2wav_headMic0419.wav,tin
dataset\audio\M03Session2wav_headMic0420.wav,the prospect of cutting back spending is an unpleasant one for any governor
dataset\audio\M03Session2wav_headMic0421.wav,we have an excellent team
dataset\audio\M04Session2wav_headMic0006.wav,jagged
dataset\audio\M04Session2wav_headMic0007.wav,Grandfather likes to be modern in his language.
dataset\audio\M04Session2wav_headMic0008.wav,sticks
dataset\audio\M04Session2wav_headMic0009.wav,slip
dataset\audio\M04Session2wav_headMic0010.wav,left
dataset\audio\M04Session2wav_headMic0011.wav,right
dataset\audio\M04Session2wav_headMic0012.wav,feet
dataset\audio\M04Session2wav_headMic0013.wav,form
dataset\audio\M04Session2wav_headMic0014.wav,She had your dark suit in greasy wash water all year.
dataset\audio\M04Session2wav_headMic0015.wav,up
dataset\audio\M04Session2wav_headMic0016.wav,jacket
dataset\audio\M04Session2wav_headMic0017.wav,storm
dataset\audio\M04Session2wav_headMic0018.wav,go
dataset\audio\M04Session2wav_headMic0019.wav,sheet
dataset\audio\M04Session2wav_headMic0020.wav,spark
dataset\audio\M04Session2wav_headMic0021.wav,yes
dataset\audio\M04Session2wav_headMic0022.wav,fee
dataset\audio\M04Session2wav_headMic0023.wav,swarm
dataset\audio\M04Session2wav_headMic0024.wav,giving those who observe him a pronounced feeling of the utmost respect.
dataset\audio\M04Session2wav_headMic0026.wav,stubble
dataset\audio\M04Session2wav_headMic0028.wav,rage
dataset\audio\M04Session2wav_headMic0029.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle."
dataset\audio\M04Session2wav_headMic0030.wav,park
dataset\audio\M04Session2wav_headMic0031.wav,hair
dataset\audio\M04Session2wav_headMic0032.wav,Don't ask me to carry an oily rag like that.
dataset\audio\M04Session2wav_headMic0033.wav,"Except in the winter when the ooze or snow or ice prevents,"
dataset\audio\M04Session2wav_headMic0034.wav,down
dataset\audio\M04Session2wav_headMic0035.wav,sip
dataset\audio\M04Session2wav_headMic0036.wav,knew
dataset\audio\M04Session2wav_headMic0037.wav,sip
dataset\audio\M04Session2wav_headMic0038.wav,The quick brown fox jumps over the lazy dog.
dataset\audio\M04Session2wav_headMic0039.wav,I can
dataset\audio\M04Session2wav_headMic0041.wav,trade
dataset\audio\M04Session2wav_headMic0042.wav,rate
dataset\audio\M04Session2wav_headMic0043.wav,meat
dataset\audio\M04Session2wav_headMic0044.wav,yet he still thinks as swiftly as ever.
dataset\audio\M04Session2wav_headMic0045.wav,"We have often urged him to walk more and smoke less,"
dataset\audio\M04Session2wav_headMic0046.wav,"We have often urged him to walk more and smoke less,"
dataset\audio\M04Session2wav_headMic0047.wav,train
dataset\audio\M04Session2wav_headMic0048.wav,"A long, flowing beard clings to his chin,"
dataset\audio\M04Session2wav_headMic0049.wav,feed
dataset\audio\M04Session2wav_headMic0050.wav,feed
dataset\audio\M04Session2wav_headMic0051.wav,farm
dataset\audio\M04Session2wav_headMic0052.wav,usually minus several buttons;
dataset\audio\M04Session2wav_headMic0053.wav,dug
dataset\audio\M04Session2wav_headMic0054.wav,bit
dataset\audio\M04Session2wav_headMic0055.wav,race
dataset\audio\M04Session2wav_headMic0056.wav,sip
dataset\audio\M04Session2wav_headMic0057.wav,range
dataset\audio\M04Session2wav_headMic0058.wav,share
dataset\audio\M04Session2wav_headMic0059.wav,chair
dataset\audio\M04Session2wav_headMic0060.wav,he slowly takes a short walk in the open air each day.
dataset\audio\M04Session2wav_headMic0061.wav,grow
dataset\audio\M04Session2wav_headMic0062.wav,the
dataset\audio\M04Session2wav_headMic0063.wav,for
dataset\audio\M04Session2wav_headMic0064.wav,tear up that paper
dataset\audio\M04Session2wav_headMic0066.wav,beat
dataset\audio\M04Session2wav_headMic0067.wav,ship
dataset\audio\M04Session2wav_headMic0068.wav,rake
dataset\audio\M04Session2wav_headMic0069.wav,trouble
dataset\audio\M04Session2wav_headMic0070.wav,feet
dataset\audio\M04Session2wav_headMic0071.wav,trace
dataset\audio\M04Session2wav_headMic0072.wav,floor
dataset\audio\M04Session2wav_headMic0073.wav,dark
dataset\audio\M04Session2wav_headMic0074.wav,rave
dataset\audio\M04Session2wav_headMic0075.wav,swore
dataset\audio\M04Session2wav_headMic0076.wav,air
dataset\audio\M04Session2wav_headMic0077.wav,You wished to know all about my grandfather.
dataset\audio\M04Session2wav_headMic0078.wav,store
dataset\audio\M04Session2wav_headMic0079.wav,feed
dataset\audio\M04Session2wav_headMic0080.wav,goat
dataset\audio\M04Session2wav_headMic0081.wav,born
dataset\audio\M04Session2wav_headMic0082.wav,one
dataset\audio\M04Session2wav_headMic0083.wav,"he dresses himself in an ancient black frock coat,"
dataset\audio\M04Session2wav_headMic0084.wav,tip
dataset\audio\M04Session2wav_headMic0085.wav,car
dataset\audio\M04Session2wav_headMic0087.wav,swarm
dataset\audio\M04Session2wav_headMic0090.wav,warm
dataset\audio\M04Session2wav_headMic0091.wav,fair
dataset\audio\M04Session2wav_headMic0092.wav,gadget
dataset\audio\M04Session2wav_headMic0093.wav,"but he always answers, ""Banana oil!"""
dataset\audio\M04Session2wav_headMic0094.wav,double
dataset\audio\M04Session2wav_headMic0095.wav,beta
dataset\audio\M04Session2wav_headMic0096.wav,glow
dataset\audio\M04Session2wav_headMic0097.wav,air
dataset\audio\M04Session2wav_headMic0098.wav,"Well, he is nearly ninety-three years old;"
dataset\audio\M04Session2wav_headMic0099.wav,alpha
dataset\audio\M04Session2wav_headMic0100.wav,Twice each day he plays skillfully and with zest upon our small organ.
dataset\audio\M04Session2wav_headMic0101.wav,horn
dataset\audio\M04Session2wav_headMic0102.wav,horn
dataset\audio\M04Session2wav_headMic0103.wav,torn
dataset\audio\M04Session2wav_headMic0104.wav,two
dataset\audio\M04Session2wav_headMic0105.wav,corn
dataset\audio\M04Session2wav_headMic0106.wav,stick
dataset\audio\M04Session2wav_headMic0107.wav,raid
dataset\audio\M04Session2wav_headMic0110.wav,weed
dataset\audio\M04Session2wav_headMic0111.wav,pat
dataset\audio\M04Session2wav_headMic0112.wav,beat
dataset\audio\M04Session2wav_headMic0113.wav,knee
dataset\audio\M04Session2wav_headMic0114.wav,trait
dataset\audio\M04Session2wav_headMic0115.wav,rain
dataset\audio\M04Session2wav_headMic0116.wav,bubble
dataset\audio\M04Session2wav_headMic0117.wav,knew
dataset\audio\M04Session2wav_headMic0119.wav,chair
dataset\audio\M04Session2wav_headMic0120.wav,bug
dataset\audio\M04Session2wav_headMic0121.wav,warm
dataset\audio\M04Session2wav_headMic0122.wav,bat
dataset\audio\M04Session2wav_headMic0123.wav,no
dataset\audio\M04Session2wav_headMic0125.wav,know
dataset\audio\M04Session2wav_headMic0126.wav,storm
dataset\audio\M04Session2wav_headMic0128.wav,dagger
dataset\audio\M04Session2wav_headMic0130.wav,whoop
dataset\audio\M04Session2wav_headMic0131.wav,wish
dataset\audio\M04Session2wav_headMic0132.wav,boot
dataset\audio\M04Session2wav_headMic0133.wav,They carried me off on the stretcher.
dataset\audio\M04Session2wav_headMic0134.wav,sprinkle
dataset\audio\M04Session2wav_headMic0135.wav,though
dataset\audio\M04Session2wav_headMic0136.wav,tie
dataset\audio\M04Session2wav_headMic0137.wav,back
dataset\audio\M04Session2wav_headMic0138.wav,back
dataset\audio\M04Session2wav_headMic0139.wav,bad
dataset\audio\M04Session2wav_headMic0140.wav,bear
dataset\audio\M04Session2wav_headMic0141.wav,bear
dataset\audio\M04Session2wav_headMic0142.wav,floor
dataset\audio\M04Session2wav_headMic0143.wav,near
dataset\audio\M04Session2wav_headMic0144.wav,bad
dataset\audio\M04Session2wav_headMic0145.wav,three
dataset\audio\M04Session2wav_headMic0146.wav,hate
dataset\audio\M04Session2wav_headMic0147.wav,Two other cases also were under advisement.
dataset\audio\M04Session2wav_headMic0148.wav,pile
dataset\audio\M04Session2wav_headMic0149.wav,we're
dataset\audio\M04Session2wav_headMic0150.wav,we're
dataset\audio\M04Session2wav_headMic0151.wav,we're
dataset\audio\M04Session2wav_headMic0152.wav,steer
dataset\audio\M04Session2wav_headMic0153.wav,One validated acts of school districts.
dataset\audio\M04Session2wav_headMic0155.wav,I was conscious all the time.
dataset\audio\M04Session2wav_headMic0156.wav,I was conscious all the time.
dataset\audio\M04Session2wav_headMic0157.wav,She is thinner than I am.
dataset\audio\M04Session2wav_headMic0158.wav,I just try to do my best.
dataset\audio\M04Session2wav_headMic0159.wav,pad
dataset\audio\M04Session2wav_headMic0160.wav,Are your grades higher or lower than Nancy's?
dataset\audio\M04Session2wav_headMic0161.wav,group
dataset\audio\M04Session2wav_headMic0162.wav,sigh
dataset\audio\M04Session2wav_headMic0163.wav,snoop
dataset\audio\M04Session2wav_headMic0164.wav,slay
dataset\audio\M04Session2wav_headMic0165.wav,peer
dataset\audio\M04Session2wav_headMic0166.wav,witch
dataset\audio\M04Session2wav_headMic0167.wav,lip
dataset\audio\M04Session2wav_headMic0168.wav,I tried to tell people in the community.
dataset\audio\M04Session2wav_headMic0169.wav,area
dataset\audio\M04Session2wav_headMic0170.wav,sway
dataset\audio\M04Session2wav_headMic0171.wav,slip
dataset\audio\M04Session2wav_headMic0172.wav,My sister made the flowered curtains.
dataset\audio\M04Session2wav_headMic0173.wav,knot
dataset\audio\M04Session2wav_headMic0174.wav,We gathered shells on the beach.
dataset\audio\M04Session2wav_headMic0175.wav,explore
dataset\audio\M04Session2wav_headMic0176.wav,galore
dataset\audio\M04Session2wav_headMic0177.wav,root
dataset\audio\M04Session2wav_headMic0178.wav,gnaw
dataset\audio\M04Session2wav_headMic0179.wav,cheer
dataset\audio\M04Session2wav_headMic0180.wav,write
dataset\audio\M04Session2wav_headMic0182.wav,He will allow a rare lie.
dataset\audio\M04Session2wav_headMic0183.wav,He will allow a rare lie.
dataset\audio\M04Session2wav_headMic0184.wav,briar
dataset\audio\M04Session2wav_headMic0185.wav,briar
dataset\audio\M04Session2wav_headMic0186.wav,Just one side got wet.
dataset\audio\M04Session2wav_headMic0187.wav,Why yell or worry over silly items?
dataset\audio\M04Session2wav_headMic0188.wav,no
dataset\audio\M04Session2wav_headMic0189.wav,Bright sunshine shimmers on the ocean.
dataset\audio\M04Session2wav_headMic0190.wav,Where were you while we were away?
dataset\audio\M04Session2wav_headMic0191.wav,Will Robin wear a yellow lily?
dataset\audio\M04Session2wav_headMic0192.wav,white
dataset\audio\M04Session2wav_headMic0193.wav,delta
dataset\audio\M04Session2wav_headMic0194.wav,"If you destroy confidence in banks, you do something to the economy, he said."
dataset\audio\M04Session2wav_headMic0195.wav,suit
dataset\audio\M04Session2wav_headMic0196.wav,menu
dataset\audio\M04Session2wav_headMic0197.wav,error
dataset\audio\M04Session2wav_headMic0198.wav,light
dataset\audio\M04Session2wav_headMic0199.wav,hear
dataset\audio\M04Session2wav_headMic0200.wav,sigh
dataset\audio\M04Session2wav_headMic0201.wav,here
dataset\audio\M04Session2wav_headMic0202.wav,"Everything went real smooth, the sheriff said."
dataset\audio\M04Session2wav_headMic0203.wav,prior
dataset\audio\M04Session2wav_headMic0204.wav,slip
dataset\audio\M04Session2wav_headMic0205.wav,rock
dataset\audio\M04Session2wav_headMic0206.wav,I scrubbed the floors thoroughly.
dataset\audio\M04Session2wav_headMic0207.wav,pay
dataset\audio\M04Session2wav_headMic0208.wav,All the big baseball players get traded.
